Electrical conductivity (mostly) in ohm-1 * cm-1

Salt,Composition range,Data type,T min (K),T max (K),Uncertainty,Data 1,Data 2,Data 3,Data 4,Data 5,Comment,Formatting comment
AlBr3-N(CH3)4Br,70-30,+E,382,497,,7.791,-22014.07,,,,,
AlBr3-N(C4H9)4Br,30-70,+E,369,488,,128.3,-35189.28,,,,,
AlBr3-N(C4H9)4Br,40-60,+E,400,469,,23.92,-27530.34,,,,,
AlBr3-N(C4H9)4Br,50-50,+E,425,492,,11.42,-24666.77,,,,,
AlBr3-N(C4H9)4Br,60-40,+E,387,446,,12.98,-25504.84,,,,,
AlBr3-N(C4H9)4Br,64-36,+E,372,492,,7.323,-23522.42,,,,,
AlBr3-N(C4H9)4Br,68-32,+E,358,493,,6.47,-23249.2,,,,,
AlBr3-NaBr,25-75,+E,925,1275,,2.551,-6779.87,,,,,
AlBr3-NaBr,33-67,+E,850,1275,,2.394,-7606.64,,,,,
AlBr3-NaBr,42-58,+E,900,1275,,1.655,-5055.61,,,,,
AlBr3-NaBr,50-50,P2,450,1275,,-1.0423,0.0037731,-1.7211E-6,,,,
AlBr3-NaBr,67-33,+E,500,975,,2.745,-11501.59,,,,,
AlBr3-NaBr,80-20,+E,485.2,674.2,,1.45525,-12956.81,,,,,
AlBr3-NaBr,80-20,P4,688.2,1006.2,,0.2593,-6.064E-4,-3.1175E-6,9.047E-9,-5.186E-12,,
AlBr3-NaBr,92-8,+E,506.2,663.2,,0.400932,-15363.91,,,,,
AlBr3-NaBr,92-8,P3,713.2,1174.2,,-2.525,0.0060275,-3.9683E-6,7.999E-10,,,
AlBr3-NaBr,98-2,+E,475,700,,51.6546,-10741.34,,,,,
AlBr3-NaCl,52-48,+E,462,573,,5.452,-10860.17,,,,,
AlBr3-NaCl,56-44,+E,451,523,,6.069,-12212.46,,,,,
AlBr3-NaCl,64-36,+E,411,523,,6.224,-14034.21,,,,,
AlBr3-NaCl,68-32,+E,392,523,,6.181,-14865.16,,,,,
AlBr3-NaCl,68.21-31.79,DP,,,,0.0262,388.2K,,,,,
AlBr3-NaCl,68.21-31.79,+E,373,403,,739.68,-32820.26,,,,,
AlBr3-NaCl,76.5-23.5,+E,373.2,423.2,,4.20829,-16327.08,,,,,
AlBr3-NaCl,80.07-19.93,+E,373.2,443.2,,1.65844,-14030.44,,,,,
AlBr3-NH4Br,66.69-33.31,+E,385,420,,23.883,-22183.1,,,,,
AlBr3-NH4Br,70.90-29.10,+E,385,420,,18.767,-21914.49,,,,,
AlBr3-NH4Br,74.78-25.22,+E,385,420,,13.159,-21198.59,,,,,
AlBr3-NH4Br,75.63-24.37,+E,385,420,,9.011,-20180.19,,,,,
AlBr3-NH4Br,78.40-21.60,+E,385,420,,6.765,-19619.94,,,,,
AlBr3-SbBr3,10-90,+E,373,413,,0.3609,-11171.05,,,,,
AlBr3-SbBr3,20-80,+E,373,413,,1.52399,-14058.48,,,,,
AlBr3-SbBr3,30-70,+E,373,413,,0.987182,-12545.93,,,,,
AlBr3-SbBr3,40-60,+E,373,413,,3.098,-16626.66,,,,,
AlBr3-SbBr3,50-50,+E,353.2,443.2,,8.534,-20386.04,,,,,
AlBr3-SbBr3,50-50,+E,373,413,,10.1184,-21372.23,,,,,
AlBr3-SbBr3,60-40,+E,373,413,,5.254,-20122.87,,,,,
AlBr3-SbBr3,70-30,+E,373,413,,7.688,-22123.69,,,,,
AlBr3-SbBr3,80-20,+E,373,413,,1.78683,-19031.24,,,,,
AlBr3-SbBr3,90-10,DP,,,,0.001,373K,,,,,
AlBr3-SbBr3,100-0,+E,373,403,,2.8989E-5,13753.04,,,,"For 100% AlBr3 two points in this study should be noted; the specific conductance results seem about 4 orders larger than the recommended data set; and secondly, k decreases as T increases, i.e., the sign of E is positive.",
AlBr3-ZnBr2,66.7-33.3,+E,373,423,,760.832,-36974.21,,,,,
AlBr3-ZnBr2,66.7-33.3,+E,380,450,,103.6778,-30452.04,,,,,
AlBr3-ZnBr2,75-25,+E,373,423,,60.58,-25347.1,,,,,
AlBr3-ZnBr2,80-20,DP,,,,0.003,373K,,,,,
AlBr3-ZnBr2,80-20,+E,393,423,,10.2555,-25581.4,,,,,
AlBr3-ZnBr2,87-13,DP,,,,0,373K,,,,,
AlBr3-ZnBr2,100-0,+E,373,403,,2.8989E-5,13753.04,,,,"For 100% AlBr3 two points in this study should be noted; the specific conductance results seem about 4 orders larger than the recommended data set; and secondly, k decreases as T increases, i.e., the sign of E is positive.",
AlCl3,100,+E,475,515,,9.7744E-4,-29259.2,,,,,
AlCl3-Al2S3-NaCl,39.3-7.8-52.9,P1,446,675,,-0.93596,0.0025639,,,,,
AlCl3-Al2S3-NaCl,43.2-4.1-52.7,P2,446,673,,-1.36,0.0045743,-1.8879E-6,,,,
AlCl3-Al2S3-NaCl,45.0-3.4-51.6,P2,447,648,,-1.4619,0.0050211,-2.2876E-6,,,,
AlCl3-Al2S3-NaCl,46.1-2.6-51.3,P1,436,462,,-0.96403,0.0029267,,,,,
AlCl3-Al2S3-NaCl,49.2-0.4-50.4,P2,447,674,,-1.4074,0.0052933,-2.6765E-6,,,The equimolar mixture corresponds to NaAlCl4. The results have been advanced as the recommended data set.,
AlCl3-KCl,0-100,+E,1080,1275,,6.9,-10115.41,,,,"For 100% KCl, the departures from the recommended data set are: 1080 K,-0.85%, 1250 K, -0.83%.",
AlCl3-KCl,10-90,+E,1080,1275,,8.576,-14425.42,,,,,
AlCl3-KCl,20-80,+E,1080,1275,,3.75,-9853.9,,,,,
AlCl3-KCl,30-70,+E,975,1275,,2.989,-9340.52,,,,,
AlCl3-KCl,40-60,+E,875,1275,,2.524,-8434.67,,,,,
AlCl3-KCl,50-50,+E,875,1275,,1.965,-5424.65,,,,,
AlCl3-KCl,50.65-49.35,+E,530,570,,7.93,-13594.04,,,,,
AlCl3-KCl,60-40,+E,875,1075,,1.512,-4388.25,,,,Comparison of the measurements for the two temperature ranges made at this point of overlapping compositions by extrapolation of k to 725 K. The two data sets differ here by about 15%.,
AlCl3-KCl,60.55-39.45,+E,480,560,,5.223,-12762.25,,,,,
AlCl3-KCl,69.25-30.75,+E,480,570,,4.,-12485.68,,,,,
AlCl3-KCl,71.20-28.80,+E,470,540,,3.754,-12445.1,,,,,
AlCl3-KCl,80.25-19.75,+E,470,560,,1.772,-11007.03,,,,,
AlCl3-KCl,80.6-19.4,+E,470,550,,2.077,-11686.53,,,,,
AlCl3-LiCl,49.25-50.75,+E,437,622,,5.183,-10152.23,,,,,
AlCl3-LiCl,55-45,+E,424,597,,4.499,-10612.48,,,,,
AlCl3-LiCl,59.98-40.02,+E,422,572,,3.989,-11089.88,,,,,
AlCl3-LiCl,64.92-35.08,+E,433,546,,3.12,-10935.9,,,,,
AlCl3-LiCl,69.99-30.01,+E,473,487,,3.004,-11725.44,,,,,
AlCl3-LiCl,75.1-24.9,+E,467,522,,1.681,-10791.97,,,,,
AlCl3-LiCl-NaCl,49.25-50.75-0,+E,432,615,,5.6141,-10508.29,,,,"The equimolar mixture corresponds to LiAlCl4, the results have been advanced as the recommended data set",
AlCl3-LiCl-NaCl,49.75-0-50.25,+E,434,524,,6.5285,-10626.28,,,,"The equimolar mixture corresponds to NaAlCl4, the departures from the recommended data set are: 448 K, -10%, 673 K, -2%",
AlCl3-LiCl-NaCl,50-30-20,+E,396,527,,6.3046,-10381.1,,,,,
AlCl3-LiCl-NaCl,50-20-30,+E,398,523,,7.2766,-10977.33,,,,,
AlCl3-LiCl-NaCl,50-10-40,+E,429,528,,5.594,-9917.5,,,,,
AlCl3-LiCl-NaCl,50-40-10,+E,433,522,,5.8222,-10268.54,,,,,
AlCl3-LiCl-NaCl,52-24-24,+E,393,571,,6.037,-10412.48,,,,,
AlCl3-LiCl-NaCl,53.4-35-11.6,+E,403,573,,5.437,-10510.38,,,,,
AlCl3-LiCl-NaCl,54-23-23,+E,383,573,,5.904,-10777.75,,,,,
AlCl3-LiCl-NaCl,56-22-22,+E,373,573,,6.392,-11562.26,,,,,
AlCl3-LiCl-NaCl,56-33-11,+E,403,573,,5.241,-10953.9,,,,,
AlCl3-LiCl-NaCl,58-21-21,+E,393,573,,5.154,-11120.84,,,,,
AlCl3-LiCl-NaCl,58-31.5-10.5,+E,393,575,,5.22,-11368.54,,,,,
AlCl3-LiCl-NaCl,60-30-10,+E,393,573,,4.856,-11466.03,,,,,
AlCl3-LiCl-NaCl,60-20-20,+E,403,573,,5.046,-11337.57,,,,,
AlCl3-LiCl-NaCl,60-30-10,+E,452,523,,4.5838,-10999.92,,,,,
AlCl3-LiCl-NaCl,60-20-20,+E,452,533,,4.5533,-10730.47,,,,,
AlCl3-LiCl-NaCl,60-10-30,+E,462,512,,4.3811,-10355.15,,,,,
AlCl3-LiCl-NaCl,62-19-19,+E,423,573,,4.98,-11664.35,,,,,
AlCl3-LiCl-NaCl,64-18-18,+E,433,543,,3.848,-10998.25,,,,,
AlCl3-LiCl-NaCl,68-24-8,+E,443,523,,2.835,-10643.02,,,,,
AlCl3-LiCl-NaCl,68-16-16,+E,453,523,,2.897,-10477.75,,,,,
AlCl3-MgCl2,0-100,+E,1004,1256,,6.55154,-15294.45,,,,"For 100% MgCl2, the departures from the recommended data set are 1000 K -0.1%,1240 K -2.3%",
AlCl3-MgCl2,5.0-95.0,+E,995,1173,,6.91943,-17622.05,,,,,
AlCl3-MgCl2,16.2-83.8,DP,,,,0.7743,1229K,,,,,
AlCl3-MgCl2,18.2-83.8,+E,981,1158,,3.62789,-15141.73,,,,,
AlCl3-MgCl2,29.8-70.2,+E,968,1068,,2.01636,-13377.73,,,,,
AlCl3-MgCl2,36.1-63.9,+E,955,1064,,2.7574,-17604.89,,,,,
AlCl3-MgCl2,68.1-31.9,+E,631,782,,0.60208,-11772.72,,,,,
AlCl3-MgCl2,88.0-12.0,DP,,,,0.0505,631K,,,,,
AlCl3-MgCl2,88.0-12.0,+E,510,588,,7.5972,-25885.17,,,,,
AlCl3-NaBr,52.5-47.5,+E,448,498,,6.1906,-10742.6,,,,,
AlCl3-NaBr,55-45,+E,448,498,,5.7836,-10932.56,,,,,
AlCl3-NaBr,60-40,+E,448,498,,5.2282,-11455.98,,,,,
AlCl3-NaBr,65-35,+E,448,498,,4.557,-11777.32,,,,,
AlCl3-NaBr,70-30,+E,448,498,,3.527,-11636.74,,,,,
AlCl3-NaBr,75-25,+E,473,498,,2.492,-11394.06,,,,,
AlCl3-NaCl,50-50,P2,448,673,,-1.59838,0.00601589,-3.29411E-6,,,"For this composition, the results have been advanced as the recommended data set for NaAlCl4",
AlCl3-NaCl,50.0-50.0,+E,460,540,,6.317,-9993.23,,,,The results for NaAlCl4 in this study show departures of 5% from the recommended data set,
AlCl3-NaCl,50.8-49.2,+E,460,540,,4.975,-9163.11,,,,,
AlCl3-NaCl,52-48,P2,448,673,,-1.22339,0.0045665,-2.1265E-6,,,,
AlCl3-NaCl,57.8-42.2,+E,460,540,,4.829,-10499.92,,,,"From a comparison of results for overlapping concentrations (e.g. 60:40), the departures are: 448 K,+5%, 573 K,+7%",
AlCl3-NaCl,60-40,P2,448,573,,-0.77428,0.0027635,-9.8104E-7,,,,
AlCl3-NaCl,69-31,+E,420,510,,2.757,-10018.34,,,,,
AlCl3-NaCl,69.1-30.9,+E,450,490,,3.979,-11240.09,,,,,
AlCl3-NaCl,70-30,+E,428,482,,3.9313,-11573.14,,,,,
AlCl3-NaCl,80.6-19.4,+E,480,510,,1.422,-9838.84,,,,,
AlCl3-NaCl,81.1-18.9,+E,480,510,,1.627,-10432.56,,,,,
AlCl3-NH4Cl,49.9-50.1,+E,570,580,,16.98,-16989.83,,,,,
AlCl3-NH4Cl,57.1-42.9,+E,540,560,,6.826,-13360.57,,,,,
AlCl3-NH4Cl,70.90-29.10,+E,470,570,,4.245,-12699.49,,,,,
AlCl3-NH4Cl,79.75-20.25,+E,470,560,,2.559,-12211.21,,,,,
AlCl3-RbCl,70.0-30.0,+E,448,498,,5.207,-14803.66,,,,,
AlCl3-RbCl,75.0-25.0,+E,448,498,,3.003,-13074.38,,,,,
AlCl3-SbCl3,2.5-97.5,+E,360,504,,0.02079,-2638.89,,,,,
AlCl3-SbCl3,5-95,+E,357,505,,0.05541,-3784.49,,,,,
AlCl3-SbCl3,10-90,+E,353,503,,0.2012,-6030.5,,,,,
AlCl3-SbCl3,15-85,+E,382,513,,0.271,-5886.99,,,,,
AlCl3-SbCl3,20-80,+E,396,499,,0.4935,-7380.7,,,,,
AlCl3-SbCl3,25-75,+E,399,498,,0.768,-8719.6,,,,,
AlCl3-SbCl3,30-70,+E,434,493,,0.7565,-8435.92,,,,,
AlCl3-SbCl3,40-60,+E,447,491,,1.181,-10227.96,,,,,
AlCl3-SbCl3,50-50,+E,455,483,,1.612,-11904.52,,,,,
AlCl3-SbCl3,55-45,+E,456,491,,1.411,-11764.77,,,,,
AlCl3-SbCl3,60-40,+E,466,490,,0.8825,-10248.04,,,,,
AlCl3-SbCl3-C9H13NCl,19-60-21,+E,298,434,,15.06,-19791.07,,,,,
AlCl3-SbCl3-C9H13NCl,21-60-19,+E,298,434,,9.089,-18615.35,,,,,
AlF3-KF,25-75,+E,1273,1340,,24.984,-25634.12,,,,The values have been advanced as the recommended data set for K3AlF6.,
AlF3-LiF,0-100,+E,1130,1320,,22.198,-9343.03,,,,"For 100% LiF, the departures from the recommended data set are: 1140 K, -4.3%,1320 K, +1.25%.",
AlF3-LiF,25-75,+E,1180,1320,,6.852,-5215.86,,,,,
AlF3-NaF,0-100,+E,1273,1353,,19.932,-13592.37,,,,"For 100% NaF, the departures from the recommended data set are: 1280 K, +12.0%, 1350 K, +15.1%.",
AlF3-NaF,13.8-86.2,+E,1273,1353,,12.569,-12507.86,,,,,
AlF3-NaF,20.0-80.0,+E,1273,1353,,9.8098,-11894.06,,,,,
AlF3-NaF,21.9-78.1,+E,1273,1353,,9.445,-11714.56,,,,,
AlF3-NaF,25.0-75.0,+E,1273,1353,,8.896,-12238.82,,,,The values have been advanced as the recommended data set for Na3AlF6.,
AlF3-NaF,29.7-70.3,+E,1273,1353,,8.01,-11596.15,,,,,
AlF3-NaF,32.3-67.7,+E,1273,1353,,7.231,-10825.86,,,,,
AlF3-Na3AlF6,0-100,+E,1300,1340,,8.896,-12238.82,,,,"For 100% Na3AlF6, the results have been advanced as the recommended data set.",
AlF3-Na3AlF6,11.6-88.4,+E,1270,1350,,7.81419,-11327.53,,,,,
AlF3-Na3AlF6,17.9-82.1,+E,1270,1350,,7.09307,-10617.5,,,,,
AlI3,100,+E,464,530,20%,0.1876,-45133.56,,,,,
AlI3-CdI2,91.96-8.04,+E,470,580,,0.06177,-14641.73,,,,,
AlI3-CdI2,2.48-27.24 CdI2,I4,473,,,0.001065,-6.472E-4,1.169E-4,-4.504E-6,5.597E-8,,
AlI3-CuI,73.97-26.03,DP,,,,0.00557,473K,,,,,
AlI3-CuI,73.97-26.03,+E,470,570,,252.37,-42799.27,,,,,
AlI3-CuI,85.43-14.57,DP,,,,0.00478,473K,,,,,
AlI3-CuI,87.97-12.03,DP,,,,0.00271,473K,,,,,
AlI3-CuI,93.17-6.83,DP,,,,0.002,473K,,,,,
AlI3-CuI,96.78-3.22,DP,,,,6.7E-4,473K,,,,,
AlI3-CuI,98.20-1.80,DP,,,,1.3E-4,473K,,,,,
AlI3-HgI2,89.54-10.46,+E,470,580,,0.005255,-3381.11,,,,,
AlI3-HgI2,0.66-37.74 HgI2,I4,473,,,4.542E-4,-4.093E-4,6.8494E-5,-1.202E-6,1.0691E-8,,Function produces value(s) below zero.
AlI3-HgI2,47.64-75.2 HgI2,I3,473,,,2.3071,-0.12051,0.00207,1.1103E-5,,,
AlI3-KI,79.99-20.01,+E,470,580,,3.408,-17624.14,,,,,
AlI3-KI,0.83-46.5 KI,I4,473,,,-4.679E-4,5.292E-4,1.012E-4,-2.708E-6,3.239E-8,,
AlI3-SbI3,0-100,DP,,,,2.1E-4,473K,,,,"For 100% SbI3 at 473 K, the departure from the recommended data set is -37%.",
AlI3-SbI3,7.05-92.95,DP,,,,0.00752,473K,,,,,
AlI3-SbI3,88.73-11.27,P2,470,580,,-0.0113589,5.23513E-5,-4.9963E-8,,,,
AlI3-SbI3,2.35-72.81 SbI3,I4,473,,,2.358E-4,7.439E-6,2.107E-5,-3.1095E-7,1.206E-9,,
Al2O3,100,DP,,,,15,2323K,,,,The conductivity is at the m.pt. and is probably not reliable to better than +/- 50%.,
Al2O3-CaF2,0-100,+E,1720,1960,,18.168,-16146.33,,,,"For 100% CaF2, the results have been advanced as the recommended data set.",
Al2O3-CaF2,3.9-96.1,+E,1720,1960,,21.3545,-24457.14,,,,,
Al2O3-CaF2,7.8-92.2,+E,1720,1960,,22.1757,-29081.8,,,,,
Al2O3-CaF2,16.1-83.9,+E,1720,1960,,20.1512,-31740.36,,,,,
Al2O3-CaF2,24.7-75.3,+E,1720,1960,,186.517,-72723.32,,,,,
Al2O3-K3AlF6,0-100,+E,1200,1320,,1832.75,-69125.02,,,,"For 100% K3AlF6, the departures from the recommended data set are: 1270 K, +19.3%, 1330 K, +43.7%.",
Al2O3-K3AlF6,12-88,+E,1270,1320,,23.5202,-24218.65,,,,,
Al2O3-K3AlF6,22-78,+E,1250,1320,,13.7918,-19099.02,,,,,
Al2O3-K3AlF6,31-69,+E,1230,1320,,14.4436,-20269.31,,,,,
Al2O3-Na3AlF6,9.7-90.3,+E,1270,1350,,7.37054,-11225.02,,,,,
Al2O3-Na3AlF6,17.2-82.8,+E,1270,1350,,7.01229,-11671.88,,,,,
Al2O3-Na3AlF6-SiO2,0-100-0,DP,,,,2.8,1273K,,,,"For 100% Na3AlF6 at 1273 K, the departure from the recommended data set is 0.0%.",
Al2O3-Na3AlF6-SiO2,0-98-2,DP,,,,2.63,1273K,,,,,
Al2O3-Na3AlF6-SiO2,0-96-4,DP,,,,2.57,1273K,,,,,
Al2O3-Na3AlF6-SiO2,0-94-6,DP,,,,2.5,1273K,,,,,
Al2O3-Na3AlF6-SiO2,3-97-0,DP,,,,2.68,1273K,,,,,
Al2O3-Na3AlF6-SiO2,3-95-2,DP,,,,2.57,1273K,,,,,
Al2O3-Na3AlF6-SiO2,3-93-4,DP,,,,2.49,1273K,,,,,
Al2O3-Na3AlF6-SiO2,3-91-6,DP,,,,2.42,1273K,,,,,
Al2O3-Na3AlF6-SiO2,6-94-0,DP,,,,2.53,1273K,,,,,
Al2O3-Na3AlF6-SiO2,6-92-2,DP,,,,2.41,1273K,,,,,
Al2O3-Na3AlF6-SiO2,6-90-4,DP,,,,2.31,1273K,,,,,
Al2O3-Na3AlF6-SiO2,6-88-6,DP,,,,2.26,1273K,,,,,
Al2O3-Na3AlF6-SiO2,9-91-0,DP,,,,2.38,1273K,,,,,
Al2O3-Na3AlF6-SiO2,9-89-2,DP,,,,2.28,1273K,,,,,
Al2O3-Na3AlF6-SiO2,9-87-4,DP,,,,2.23,1273K,,,,,
Al2O3-Na3AlF6-SiO2,9-85-6,DP,,,,2.18,1273K,,,,,
Al2O3-Na3AlF6-SiO2,12-88-0,DP,,,,2.22,1273K,,,,,
Al2O3-Na3AlF6-SiO2,12-86-2,DP,,,,2.18,1273K,,,,,
Al2O3-Na3AlF6-SiO2,12-84-4,DP,,,,2.15,1273K,,,,,
Al2O3-Na3AlF6-SiO2,12-82-6,DP,,,,2.1,1273K,,,,,
As2S3-K2S,30-70,+E,770,980,,5106.57,-84673.02,,,,,
As2S3-K2S,40-60,P4,730,980,,13.1554,-0.042781,3.6844E-5,3.5319E-9,-1.03E-11,,
As2S3-K2S,50-50,P2,670,980,,0.7889,-0.003124,2.957E-6,,,,
As2S3-K2S,60-40,P2,670,980,,0.7444,-0.003039,2.909E-6,,,,
As2S3-K2S,70-30,P2,670,980,,1.006,-0.003624,3.195E-6,,,,
As2S3-K2S,80-20,P2,670,980,,1.046,-0.003425,2.814E-6,,,,
As2S3-K2S,90-10,P2,670,980,,0.5679,-0.001798,1.431E-6,,,,
As2S3-Na2S,10-90,+E,830,970,,38.2548,-23566.77,,,,,
As2S3-Na2S,20-80,+E,830,970,,26.3441,-21785.2,,,,,
As2S3-Na2S,30-70,+E,830,970,,21.9483,-22293.14,,,,,
As2S3-Na2S,40-60,+E,770,970,,37.4298,-28494.77,,,,,
As2S3-Na2S,50-50,+E,770,970,,60.0658,-33872.56,,,,,
As2S3-Na2S,60-40,+E,730,970,,96.3533,-39069.17,,,,,
As2S3-Na2S,70-30,+E,730,970,,113.905,-42376.26,,,,,
As2S3-Na2S,80-20,+E,730,970,,139.835,-46719.33,,,,,
As2S3-Na2S,90-10,+E,730,970,,182.59,-53208.82,,,,,
Ba(NO2)2,100,+E,553.2,573.2,6%,255.94,-33340.34,,,,,
Ba(NO2)2-Ba(NO3)2,85-15,DP,,,,0.32,613.2K,,,,,
Ba(NO2)2-Ba(NO3)2,90-10,+E,573,613,,111.55,-29767.15,,,,,
Ba(NO2)2-Ba(NO3)2,95-5,+E,553,613,,169.86,-31807.3,,,,,
Ba(NO2)2-Ba(NO3)2,100-0,+E,553,613,,122.5,-30049.99,,,,"For 100% Ba(NO2)2, the departures from the recommended data set are: 550 K, -1.7%, 610 K, -8.4%.",
Ba(NO2)2-CsNO2,0-100,+E,685,733,,7.359,-13280.24,,,,"For 100% CsNO2, the departures from the recommended data set are: 685 K, -0.87%, 730 K, -0.46%.",
Ba(NO2)2-CsNO2,5.3-94.7,+E,653,693,,6.938,-13504.5,,,,,
Ba(NO2)2-CsNO2,11.1-88.9,+E,653,693,,13.452,-17920.37,,,,,
Ba(NO2)2-CsNO2,17.6-82.4,+E,613,693,,8.976,-15977.71,,,,,
Ba(NO2)2-CsNO2,25.0-75.0,+E,613,673,,10.497,-17466.4,,,,,
Ba(NO2)2-CsNO2,29.0-71.0,+E,633,673,,11.374,-18179.78,,,,,
Ba(NO2)2-CsNO2,33.3-66.7,+E,633,673,,12.844,-19191.07,,,,,
Ba(NO2)2-CsNO2,37.9-62.1,+E,633,673,,13.885,-19776.43,,,,,
Ba(NO2)2-CsNO2,42.9-57.1,+E,613,673,,14.986,-20112.82,,,,,
Ba(NO2)2-CsNO2,53.8-46.2,+E,593,633,,82.188,-28934.1,,,,,
Ba(NO2)2-CsNO2,60.0-40.0,+E,593,633,,67.858,-27800.22,,,,,
Ba(NO2)2-CsNO2,66.7-33.3,+E,613,633,,47.143,-25903.58,,,,,
Ba(NO2)2-CsNO2,73.9-26.1,+E,593,613,,77.974,-28263.39,,,,,
Ba(NO2)2-CsNO2,81.8-18.2,+E,593,613,,74.525,-27757.12,,,,,
Ba(NO2)2-CsNO2,100-0,+E,553,613,,122.5,-30049.99,,,,"For 100% Ba(NO2)2, the departures from the recommended data set are: 560 K, -1.7%, 610 K, -8.4%.",
Ba(NO2)2-CsNO3,0-100,+E,700,730,,7.778,-15451.77,,,,"For 100% CsNO3, the departures from the recommended data set are: 700 K, -2.9%, 730 K, -0.75%.",
Ba(NO2)2-CsNO3,5.3-94.7,+E,680,730,,6.8,-15043.82,,,,,
Ba(NO2)2-CsNO3,11.1-88.9,+E,660,730,,7.185,-15625.83,,,,,
Ba(NO2)2-CsNO3,17.6-82.4,+E,620,710,,9.29,-17504.89,,,,,
Ba(NO2)2-CsNO3,21.2-78.8,+E,580,690,,13.401,-19785.21,,,,,
Ba(NO2)2-CsNO3,25.0-75.0,+E,580,670,,15.938,-20906.54,,,,,
Ba(NO2)2-CsNO3,29.0-71.0,+E,580,650,,15.797,-21054.24,,,,,
Ba(NO2)2-CsNO3,33.3-66.7,+E,580,650,,18.566,-22048.38,,,,,
Ba(NO2)2-CsNO3,37.9-62.1,+E,580,660,,24.3,-23529.54,,,,,
Ba(NO2)2-CsNO3,42.9-57.1,+E,580,630,,28.19,-24451.71,,,,,
Ba(NO2)2-CsNO3,48.1-51.9,+E,580,630,,29.809,-24740.41,,,,,
Ba(NO2)2-CsNO3,53.8-46.2,+E,580,630,,22.229,-23380.58,,,,,
Ba(NO2)2-CsNO3,60.0-40.0,+E,580,630,,24.313,-23743.34,,,,,
Ba(NO2)2-CsNO3,66.7-33.3,+E,580,630,,25.598,-23960.91,,,,,
Ba(NO2)2-CsNO3,73.9-26.1,+E,580,630,,11.398,-19423.71,,,,,
Ba(NO2)2-CsNO3,81.8-18.2,+E,580,630,,19.087,-21886.87,,,,,
Ba(NO2)2-CsNO3,90.5-9.5,+E,580,590,,22.9,-22401.51,,,,,
Ba(NO2)2-CsNO3,100-0,+E,560,610,,122.5,-30049.99,,,,"For 100% Ba(NO2)2, the departures from the recommended data set are: 560 K, -1.7%, 610 K, -8.4%.",
Ba(NO2)2-KNO2,0-100,+E,720,750,,7.809,-10835.49,,,,"For 100% KNO2, the departures from the recommended data set are: 720 K, +0.3%,750 K, -0.5%.",
Ba(NO2)2-KNO2,17.6-82.4,+E,625,725,,12.088,-14744.66,,,,,
Ba(NO2)2-KNO2,22.0-78.0,+E,600,700,,15.059,-16039.21,,,,,
Ba(NO2)2-KNO2,25.0-75.0,+E,580,680,,18.064,-17137.95,,,,,
Ba(NO2)2-KNO2,29.0-71.0,+E,575,680,,21.9335,-18322.88,,,,,
Ba(NO2)2-KNO2,33.3-66.7,+E,575,650,,26.139,-19468.48,,,,,
Ba(NO2)2-KNO2,37.9-62.1,+E,575,650,,34.334,-21079.34,,,,,
Ba(NO2)2-KNO2,42.9-57.1,+E,575,650,,38.869,-21873.06,,,,,
Ba(NO2)2-KNO2,48.1-51.9,+E,575,650,,40.723,-22330.38,,,,,
Ba(NO2)2-KNO2,50.9-49.1,+E,590,650,,38.805,-22261.34,,,,,
Ba(NO2)2-KNO2,53.8-46.2,+E,590,650,,48.178,-23447.53,,,,,
Ba(NO2)2-KNO2,56.9-43.1,+E,590,650,,39.2117,-22493.56,,,,,
Ba(NO2)2-KNO2,60.0-40.0,+E,590,650,,39.984,-22694.4,,,,,
Ba(NO2)2-KNO2,63.3-36.7,+E,590,650,,43.7141,-23234.98,,,,,
Ba(NO2)2-KNO2,66.7-33.3,+E,590,650,,41.244,-23024.94,,,,,
Ba(NO2)2-KNO2,70.2-29.8,+E,590,650,,50.539,-24166.35,,,,,
Ba(NO2)2-KNO2,73.9-26.1,+E,590,650,,55.309,-24743.33,,,,,
Ba(NO2)2-KNO2,77.8-22.2,+E,590,650,,54.3942,-24806.1,,,,,
Ba(NO2)2-KNO2,81.8-18.2,+E,585,650,,77.63,-26727.84,,,,,
Ba(NO2)2-KNO2,86.0-14.0,+E,575,650,,97.067,-27957.96,,,,,
Ba(NO2)2-KNO2,90.5-9.5,+E,575,650,,86.036,-27549.59,,,,,
Ba(NO2)2-KNO2,95.1-4.9,+E,575,650,,80.18,-27350.43,,,,,
Ba(NO2)2-KNO2,100-0,+E,553,650,,255.94,-33340.34,,,,"For 100% Ba(NO2)2, the results have been advanced as the recommended data set.",
Ba(NO2)2-KNO3,0-100,+E,613,653,,10.1314,-13939.65,,,,"For 100% KNO3, the departures from the recommended data set are: 620 K, +4.5%,650 K, +3.2%.",
Ba(NO2)2-KNO3,6-94,+E,593,653,,12.3465,-15418.72,,,,,
Ba(NO2)2-KNO3,10-90,+E,573,653,,13.9669,-16333.77,,,,,
Ba(NO2)2-KNO3,26-74,+E,573,653,,14.574,-17288.16,,,,,
Ba(NO2)2-KNO3,49-51,+E,593,633,,16.2522,-18644.63,,,,,
Ba(NO2)2-KNO3,60-40,+E,593,613,,20.6227,-20086.05,,,,,
Ba(NO2)2-KNO3,74-26,+E,573,593,,41.4756,-23976.81,,,,,
Ba(NO2)2-KNO3,95-5,+E,573,593,,178.954,-31498.1,,,,,
